16:30:27.072 [restartedMain] INFO  com.blog.NoteBlogV4Application - Starting NoteBlogV4Application on PC201810110456 with PID 10428 (C:\Users\Administrator\Desktop\git\blog\target\classes started by Administrator in C:\Users\Administrator\Desktop\git\blog) 
16:57:26.771 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.771 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.771 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.771 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.771 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.772 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/projectCate/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/projectCate] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/dictionary/tag'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/dictionary/tag] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/comment/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/comment/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/comment'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/comment] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/comment] 未扫描到@NBAuth，略过处理步骤 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/message/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/message/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.773 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/message'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/message] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/message] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/delete'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/add'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/profile/list'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/profile] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/add'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/delete/{id}'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:57:26.774 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/create'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/edit'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management/project] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/project/list'，请求方式：'[GET]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/mail/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/theme'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/common'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/mail'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/profile'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/qrcode'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/profile/update'，请求方式：'[POST]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/settings/pay/update'，请求方式：'[]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:57:26.775 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/upload'，请求方式：'[POST]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.776 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:57:26.776 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[url = '/management/upload/editorMD'，请求方式：'[POST]'，媒体类型：'[]'] 扫描到@NBAuth，准备处理... 
16:57:26.776 [restartedMain] INFO  c.b.c.listener.ResourceListener - 资源：[/management] 未扫描到@NBAuth，略过处理步骤 
16:57:26.776 [restartedMain] INFO  c.b.c.listener.ResourceListener - 扫描资源完毕，共计处理资源数目：[108]，等待下一步插入数据库赋给网站管理员角色.. 
16:57:26.806 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 80 (http) with context path '' 
16:57:26.810 [restartedMain] INFO  com.blog.NoteBlogV4Application - Started NoteBlogV4Application in 11.871 seconds (JVM running for 13.185) 
16:57:26.813 [restartedMain] INFO  c.blog.config.listener.InitListener - 「个人博客」App 正在准备，请稍后... 
16:57:53.616 [restartedMain] INFO  c.blog.config.listener.InitListener - 「个人博客」App 已经完成初始化，略过初始化步骤。 
16:57:54.955 [restartedMain] INFO  c.blog.config.listener.MenuListener - 「个人博客」App 初始化菜单完毕 
16:57:55.061 [restartedMain] INFO  c.b.c.listener.UploadFolderListener - 「个人博客」APP 文件上传路径设置为：[file:D://upload/noteblogv4/] 
16:57:55.061 [restartedMain] INFO  c.b.c.listener.UploadFolderListener - 「个人博客」APP 已存在上传文件夹！ 
16:57:55.248 [restartedMain] INFO  c.b.config.listener.FinalListener - 「个人博客」App 启动完毕（欢迎使用wang-hai-cheng开源blog项目）。 
16:58:03.918 [http-nio-80-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet' 
16:58:03.920 [http-nio-80-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started 
16:58:03.951 [http-nio-80-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 30 ms 
17:00:00.010 [pool-1-thread-1] INFO  c.b.c.application.SessionValidator - validate session in noteblog application task... 
17:10:00.035 [pool-1-thread-1] INFO  c.b.c.application.SessionValidator - validate session in noteblog application task... 
17:20:00.036 [pool-1-thread-1] INFO  c.b.c.application.SessionValidator - validate session in noteblog application task... 
